PI4KB,Pi4kb
TM4SF1,Tm4sf1
HSPE1,Hspe1
HGS,Hgs
FNTA,Fnta
EPS8,Eps8
TWIST2,Twist2
CRKL,Crkl
COL4A4,Col4a4
COL4A3,Col4a3
CCT4,Cct4
PCDH1,Pcdh1
NCAN,Ncan
SCNN1G,Scnn1g
SCNN1B,Scnn1b
MUC5AC,Muc5ac
LIM2,Lim2
CCT3,Cct3
WBP2,Wbp2
WBP1,Wbp1
OR2B6,Or2b6
NNAT,Nnat
MEIS1,Meis1
NDST1,Ndst1
HSD11B2,Hsd11b2
FGF9,Fgf9
FDXR,Fdxr
ATN1,Atn1
CPLX2,Cplx2
CPLX1,Cplx1
CAMLG,Caml
AKAP1,Akap1
ADAM5,Adam5
RBMY1B,Rbmy
THUMPD3-AS1,Gt(ROSA)26Sor
EVI5,Evi5
CDKN2B,Cdkn2b
CDKN2A,Cdkn2a
PPARA,Ppara
NFKBIA,Nfkbia
KCNJ3,Kcnj3
KCNJ4,Kcnj4
KCNJ2,Kcnj2
SEZ6,Sez6
PKIA,Pkia
PEG3,Peg3
OSM,Osm
NRCAM,Nrcam
NFKBIB,Nfkbib
NFASC,Nfasc
SIK1,Sik1
KCNJ5,Kcnj5
ITGA9,Itga9
EPHB4,Ephb4
GPX4,Gpx4
GAST,Gast
FKBP10,Fkbp10
EPHB3,Ephb3
ERBB4,Erbb4
CDK2,Cdk2
ADRA1A,Adra1a
ADRA1B,Adra1b
PLCB3,Plcb3
PRKDC,Prkdc
KCNJ6,Kcnj6
ATXN1,Atxn1
MYO6,Myo6
ZFP90,Zfp90
SMYD1,Smyd1
RUNX1T1,Runx1t1
LTB,Ltb
LTA,Lta
TNF,Tnf
PEA15,Pea15a
SIAE,Siae
SNRPB2,Snrpb2
NKX1-2,Nkx1-2
PLS3,Pls3
LCP1,Lcp1
PLS1,Pls1
PLAA,Plaa
SUB1,Sub1
OR2A7,Or2a7
OR2A4,Or2a7
JARID2,Jarid2
IER3,Ier3
IER2,Ier2
HNRNPL,Hnrnpl
HNRNPA2B1,Hnrnpa2b1
HNRNPA1L2,Hnrnpa1
HNRNPA1,Hnrnpa1
AMZ2,Amz2
SPATA13,Spata13
CPOX,Cpox
COIL,Coil
ADORA3,Adora3
INPP1,Inpp1
CD55,Cd55b
CD55,Cd55
HES1,Hes1
ZFP91,Zfp91
ATP6V0A2,Atp6v0a2
RORC,Rorc
PTCRA,Ptcra
SELENBP1,Selenbp2
FXR1,Fxr1
BCAT1,Bcat1
PDIA4,Pdia4
LBX1,Lbx1
PPP1CB,Ppp1cb
PPP1CC,Ppp1cc
AGA,Aga
AKT2,Akt2
LTBR,Ltbr
HES5,Hes5
HES3,Hes3
PRKAR1A,Prkar1a
PDCD1,Pdcd1
PSMB6,Psmb6
PSMA3,Psma3
PSMB1,Psmb1
PSMA2,Psma2
GPX5,Gpx5
GPX1,Gpx1
FDPS,Fdps
UBP1,Ubp1
TPT1P8,Tpt1
TPT1,Tpt1
SRSF9,Srsf9
REST,Rest
GPCPD1,Gpcpd1
MOB4,Mob4
NUP88,Nup88
GPC4,Gpc4
GPC3,Gpc3
TEAD2,Tead2
PTK2B,Ptk2b
SF3A2,Sf3a2
ABI1,Abi1
TNFAIP2,Tnfaip2
TNFAIP1,Tnfaip1
NPY1R,Npy1r
C4BPA,Zp3r
SYT17,Syt17
GLG1,Glg1
PPOX,Ppox
SRXN1,Srxn1
IL1RAP,Il1rap
DDX6,Ddx6
CYP7B1,Cyp7b1
CNN1,Cnn1
CEBPG,Cebpg
ANG,Ang2
MXD3,Mxd3
GCLC,Gclc
MXD4,Mxd4
CRYBB1,Crybb1
LEPR,Lepr
GCLM,Gclm
DDX5,Ddx5
AHR,Ahr
TTF1,Ttf1
SERPINA3,Serpina3n
SERPINA3,Serpina3g
PSMC5,Psmc5
P2RY1,P2ry1
MTF2,Mtf2
KSR1,Ksr1
IL13RA1,Il13ra1
HSPH1,Hsph1
COBL,Cobl
CDH5,Cdh5
ATP2A1,Atp2a1
WAS,Was
DGKG,Dgkg
CLCN2,Clcn2
AMHR2,Amhr2
SLC9A3,Slc9a3
RAB24,Rab24
RAB10,Rab10
RAB7A,Rab7
RAB4A,Rab4a
TNNI2,Tnni2
RAB4B,Rab4b
RAB22A,Rab22a
TNNI1,Tnni1
SLC9A4,Slc9a4
SLC9A2,Slc9a2
HSD17B1,Hsd17b1
TGOLN2,Tgoln2
TGOLN2,Tgoln1
TES,Tes
SSR1,Ssr1
SLC1A1,Slc1a1
SATB1,Satb1
RBL2,Rbl2
POU2AF1,Pou2af1
NTN1,Ntn1
HSD17B4,Hsd17b4
SLC6A5,Slc6a5
E2F5,E2f5
CNN2,Cnn2
ADCYAP1,Adcyap1
PGF,Pgf
EFNB2,Efnb2
UBE3A,Ube3a
PCOLCE,Pcolce
CTNND1,Ctnnd1
GPX3,Gpx3
P2RY2,P2ry2
NIN,Nin
MAGEB6B,Mageb3
MAGEB1,Mageb3
MAGEB6,Mageb3
RPS2,Rps2
HPX,Hpx
CTF1,Ctf1
MAGEB6,Mageb2
MAGEB1,Mageb2
MAGEB6B,Mageb2
MAGEB1,Mageb1
GUCY2F,Gucy2f
DUSP1,Dusp1
ATF6B,Atf6b
GUCY2D,Gucy2e
STT3A,Stt3a
EIF1,Eif1
RAD23A,Rad23a
RAD23B,Rad23b
CXCR2,Cxcr2
IL6R,Il6ra
SLC1A5,Slc1a5
RAB5C,Rab5c
PTPN3,Ptpn3
PNOC,Pnoc
EFS,Efs
CSN1S2BP,Csn1s2b
CIT,Cit
IL4R,Il4ra
ATP2B2,Atp2b2
CBX1,Cbx1
BST1,Bst1
SPOCK1,Spock1
SSTR4,Sstr4
PTCH1,Ptch1
NPY4R,Npy4r
NPY4R2,Npy4r
ADAM9,Adam9
ADAM19,Adam19
ADAM12,Adam12
MCM2,Mcm2
RPSA,Rpsa
LAMA5,Lama5
IL18R1,Il18r1
HSPA8,Hspa8
DBT,Dbt
CDKN2D,Cdkn2d
CDKN2C,Cdkn2c
DMC1,Dmc1
GRAMD1A,Gramd1a
CDIPT,Cdipt
LAIR1,Lair1
LAIR2,Lair1
MICALL1,Micall1
FER,Fer
RPL13,Rpl13
EDNRA,Ednra
CDO1,Cdo1
RAB5A,Rab5a
SYCP1,Sycp1
INHBC,Inhbc
RAB3IP,Rab3ip
CFI,Cfi
RAB5B,Rab5b
RENBP,Renbp
MPP1,Mpp1
HCFC1,Hcfc1
RPL10,Rpl10
PDE6C,Pde6c
COX8BP,Cox8b
COX8A,Cox8a
TXLNA,Txlna
CFB,Cfb
MYO5A,Myo5a
G6PD,G6pd2
G6PD,G6pdx
CNTN1,Cntn1
RFX1,Rfx1
ADAM24P,Adam24
ADAM18,Adam18
ADAM28,Adam28
TKT,Tkt
ANXA5,Anxa5
ST8SIA1,St8sia1
TAGLN,Tagln
SLC16A1,Slc16a1
NUDC,Nudc
COX7A2L,Cox7a2l
TRA2B,Tra2b
ST8SIA4,St8sia4
ST8SIA3,St8sia3
ST8SIA2,St8sia2
ZG16B,Sbp
RPL26,Rpl26
GUCY2GP,Gucy2g
GSTM1,Gstm3
RHOC,Rhoc
TFAP2C,Tfap2c
SIX4,Six4
MKI67,Mki67
LRRN3,Lrrn3
LRRN2,Lrrn2
LRRN1,Lrrn1
DTNA,Dtna
CYP51A1,Cyp51
PSMC1,Psmc1
PPM1G,Ppm1g
PTAFR,Ptafr
SMC2,Smc2
CYP7A1,Cyp7a1
ETFA,Etfa
NACA,Naca
LOXL1,Loxl1
ETFB,Etfb
CYP3A5,Cyp3a16
ETFDH,Etfdh
SHC3,Shc3
SHC2,Shc2
MYBBP1A,Mybbp1a
OR2C1,Or2c1
OCLN,Ocln
NPM1,Npm1
CCR2,Ccr2
GSTT2B,Gstt2
GSTT2,Gstt2
BCL11A,Bcl11a
CSTA,Stfa3
CSTA,Stfa2
CSTA,Stfa1
VEGFB,Vegfb
TMED1,Tmed1
SPINK1,Spink1
SKIL,Skil
NRP1,Nrp1
MNAT1,Mnat1
HELLS,Hells
DMBT1,Dmbt1
CDC42,Cdc42
CHRNB3,Chrnb3
CHRNA6,Chrna6
JRK,Jrk
AQP5,Aqp5
CACNA1E,Cacna1e
SIX5,Six5
CAPZA3,Capza3
CAPZA2,Capza2
CAPZA1,Capza1
TSPYL2,Tspyl2
PRPF19,Prpf19
EIF5AL1,Eif5a
EIF5A,Eif5a
ERMP1,Ermp1
PUM3,Pum3
TRIM36,Trim36
MAPRE2,Mapre2
YIPF3,Yipf3
ILRUN,Ilrun
POLR1F,Polr1f
TOMM70,Tomm70a
SLX4,Slx4
DESI1,Desi1
TARS1,Tars
FOXRED2,Foxred2
MPPED1,Mpped1
DOCK9,Dock9
LARP4B,Larp4b
MED10,Med10
RGS7BP,Rgs7bp
RCOR1,Rcor1
ATP5PO,Atp5o
FAM104A,Fam104a
VPS25,Vps25
C17orf80,D11Wsu47e
SCO1,Sco1
RBFOX3,Rbfox3
RNASEK,Rnasek
ZMIZ2,Zmiz2
MBD6,Mbd6
RTCB,Rtcb
NOPCHAP1,Nopchap1
ARFGEF3,Arfgef3
ABHD17A,Abhd17a
NHSL1,Nhsl1
TSPYL4,Tspyl4
TMEM30A,Tmem30a
SPG21,Spg21
CHERP,Cherp
ITFG1,Itfg1
TMEM170A,Tmem170
LDHD,Ldhd
ZRANB1,Zranb1
VKORC1,Vkorc1
WASHC2A,Washc2
WASHC2C,Washc2
MEPCE,Mepce
EIF3B,Eif3b
GRSF1,Grsf1
RUFY3,Rufy3
CCDC92,Ccdc92
RSRP1,Rsrp1
PPIH,Ppih
EFHD2,Efhd2
ZMYM6,Zmym6
MIIP,Miip
LURAP1L,Lurap1l
PNRC2,Pnrc2
PLPPR4,Plppr4
SPOUT1,Spout1
BRD3OS,Brd3os
TMX4,Tmx4
DNLZ,Dnlz
DBNDD2,Dbndd2
MTG2,Mtg2
IMP4,Imp4
CHPF,Chpf
CNOT11,Cnot11
TSG101,Tsg101
RFX3,Rfx3
RFX2,Rfx2
OMG,Omg
LAG3,Lag3
HIVEP3,Hivep3
HAS1,Has1
MATN1,Matn1
NEUROD6,Neurod6
GK,Gk
FAM89B,Fam89b
MYO5B,Myo5b
PRM3,Prm3
SERPINB9,Serpinb9
GPLD1,Gpld1
GPX2,Gpx2
RNF112,Rnf112
MYO1C,Myo1c
DVL2,Dvl2
TPGS1,Tpgs1
MYO1E,Myo1e
MYO9B,Myo9b
DUSP8,Dusp8
PHOX2A,Phox2a
ATP5ME,Atp5k
SLC30A2,Slc30a2
PLA2G2C,Pla2g2c
MTHFR,Mthfr
BAAT,Baat
EFNA4,Efna4
EFNA3,Efna3
ENPEP,Enpep
OR10J5,Or10j5
LY6E,Ly6e
RO60,Ro60
EPCAM,Epcam
NAP1L2,Nap1l2
ZAN,Zan
TRIM21,Trim21
SRF,Srf
SPRR3,Sprr1b
SPRR1B,Sprr1b
SPRR1A,Sprr1a
OVGP1,Ovgp1
LY75-CD302,Ly75
LY75,Ly75
CD93,Cd93
CDH16,Cdh16
CDH15,Cdh15
ADRA1D,Adra1d
ADIPOQ,Adipoq
ZIC3,Zic3
SLC18A2,Slc18a2
ZIC2,Zic2
ZIC1,Zic1
SLC18A1,Slc18a1
PON3,Pon3
PON2,Pon2
SELPLG,Selplg
GUCY2C,Gucy2c
EIF4A2,Eif4a2
TEAD4,Tead4
SRPK1,Srpk1
HCCS,Hccs
ADGRE1,Adgre1
ABI2,Abi2
VDAC2,Vdac2
MSRA,Msra
HIF1A,Hif1a
VDAC1,Vdac1
TMPO,Tmpo
SCN2B,Scn2b
VDAC3,Vdac3
TLL1,Tll1
MELK,Melk
CLDN11,Cldn11
MTTP,Mttp
AFF3,Aff3
SIN3A,Sin3a
SIN3B,Sin3b
HMX2,Hmx2
HMX3,Hmx3
CST8,Cst8
PPP3CC,Ppp3cc
PPP3CB,Ppp3cb
PPP3CA,Ppp3ca
VIPR2,Vipr2
TFDP2,Tfdp2
AURKB,Aurkb
SRP14,Srp14
PTPN22,Ptpn22
PPP3R2,Ppp3r2
PPP3R1,Ppp3r1
SERPINF2,Serpinf2
HSD17B3,Hsd17b3
HMX1,Hmx1
FOSL1,Fosl1
ELF1,Elf1
SLC26A3,Slc26a3
CCR5,Ccr5
CCT8,Cct8
CCT7,Cct7
CCT5,Cct5
CCT2,Cct2
BCL6,Bcl6
ARNT2,Arnt2
AHSG,Ahsg
BMPR1B,Bmpr1b
GPR143,Gpr143
SHROOM2,Shroom2
ZIC4,Zic4
ATM,Atm
COQ7,Coq7
HOXA11-AS,Hoxa11os
GTF2H5,Gtf2h5
DLG1,Dlg1
LSG1,Lsg1
TMEM191C,Tmem191
TMEM191B,Tmem191
TINF2,Tinf2
ADAM7,Adam7
NSUN2,Nsun2
CPD,Cpd
FYCO1,Fyco1
POLR2M,Polr2m
RAB6B,Rab6b
CTSH,Ctsh
MAN2B1,Man2b1
UBFD1,Ubfd1
CYP2B6,Cyp2b19
ING4,Ing4
SGSM1,Sgsm1
CUX2,Cux2
MRPL50,Mrpl50
BMP8B,Bmp8b
GFM1,Gfm1
CTSS,Ctss
ZFP64,Zfp64
INPP5D,Inpp5d
CTSE,Ctse
STXBP3,Stxbp3
STXBP1,Stxbp1
IL17A,Il17a
UBE2I,Ube2i
TCEA2,Tcea2
STXBP2,Stxbp2
RTKN,Rtkn
PTER,Pter
DNAJC3,Dnajc3
PITX1,Pitx1
PCTP,Pctp
MSI1,Msi1
GSTT1,Gstt1
SPAG7,Spag7
EPHA1,Epha1
DNM1,Dnm1
AQP4,Aqp4
IL17RA,Il17ra
CLK1,Clk1
TBR1,Tbr1
LEFTY1,Lefty1
ZBTB17,Zbtb17
UBE2E1,Ube2e1
UBE2E3,Ube2e3
TNFSF10,Tnfsf10
SUPT4H1,Supt4a
SLC50A1,Slc50a1
PTPRN2,Ptprn2
IRAK1,Irak1
PCSK7,Pcsk7
HSPA4L,Hspa4l
NUMB,Numb
IL11RA,Il11ra1
ELAVL4,Elavl4
CFAP20,Cfap20
GDNF,Gdnf
DRP2,Drp2
CDH9,Cdh9
CDH8,Cdh8
CDH6,Cdh6
CDH10,Cdh10
CAPN3,Capn3
CAB39,Cab39
CEP131,Cep131
FPR1,Fpr1
EFNA5,Efna5
DBX2,Dbx2
LYST,Lyst
DLD,Dld
PLCD3,Plcd3
MZF1,Mzf1
COX6B1,Cox6b1
CSN3,Csn3
PLCB4,Plcb4
PLCB2,Plcb2
PLCD4,Plcd4
LYAR,Lyar
NOTCH4,Notch4
CLGN,Clgn
CD38,Cd38
STIM1,Stim1
STIL,Stil
RGL2,Rgl2
RGL1,Rgl1
RALGDS,Ralgds
PEX2,Pex2
PXMP2,Pxmp2
PHEX,Phex
PDCD4,Pdcd4
NXPH2,Nxph2
NXPH1,Nxph1
MYL12A,Myl12b
MYL12B,Myl12b
MYL7,Myl7
FXYD3,Fxyd3
LTC4S,Ltc4s
KCNJ11,Kcnj11
H1-3,H1f3
GIP,Gip
ALOX5AP,Alox5ap
EVPL,Evpl
EREG,Ereg
ART1,Art1
GATA6,Gata6
KPNB1,Kpnb1
ZKSCAN5,Zkscan5
LGALS4,Lgals6
LGALS4,Lgals4
CLN3,Cln3
KLRB1,Klrb1c
KLRB1,Klrb1b
KLRB1,Klrb1a
SOX17,Sox17
ART2BP,Art2b
ZNF124,Zfp101
TRAF5,Traf5
TBCA,Tbca
SULT2A1,Sult2a2
ST6GALNAC2,St6galnac2
SEMA5B,Sema5b
SEMA5A,Sema5a
SEMA3C,Sema3c
SEMA3A,Sema3a
SEMA4B,Sema4b
SEMA4A,Sema4a
SEMA3B,Sema3b
ARPP21,Arpp21
NAB2,Nab2
NAB1,Nab1
KIFAP3,Kifap3
IRGM,Irgm1
EPX,Epx
CAV3,Cav3
CAV2,Cav2
XIAP,Xiap
BIRC8,Xiap
SIPA1,Sipa1
WBP1L,Wbp1l
SREBF2,Srebf2
IRF9,Irf9
GJB6,Gjb6
HMGCS1,Hmgcs1
SP4,Sp4
OR2Y1,Or2y1b
NPAT,Npat
SREBF1,Srebf1
ZNF45,Zfp94
ZNF235,Zfp93
RTN2,Rtn2
IL11,Il11
HRH1,Hrh1
USP39,Usp39
MVK,Mvk
PRDM2,Prdm2
LUZP1,Luzp1
LXN,Lxn
LARP7,Larp7
SCN9A,Scn9a
PSMB7,Psmb7
ATP5MC1,Atp5g1
IFNGR2,Ifngr2
IFNGR1,Ifngr1
IFNG,Ifng
IFNB1,Ifnb1
IFNAR1,Ifnar1
IFNA14,Ifna9
IFNA17,Ifna9
IFNA8,Ifna9
IFNA10,Ifna9
IFNA6,Ifna9
IFNA13,Ifna9
IFNA7,Ifna9
IFNA21,Ifna9
IFNA5,Ifna9
IFNA2,Ifna9
IFNA1,Ifna9
IFNA16,Ifna9
IFNA4,Ifna9
IFNA10,Ifna7
IFNA2,Ifna7
IFNA1,Ifna7
IFNA21,Ifna7
IFNA7,Ifna7
IFNA17,Ifna7
IFNA16,Ifna7
IFNA6,Ifna7
IFNA5,Ifna7
IFNA8,Ifna7
IFNA4,Ifna7
IFNA13,Ifna7
IFNA14,Ifna7
IFNA8,Ifna6
IFNA5,Ifna6
IFNA21,Ifna6
IFNA14,Ifna6
IFNA10,Ifna6
IFNA4,Ifna6
IFNA17,Ifna6
IFNA16,Ifna6
IFNA7,Ifna6
IFNA2,Ifna6
IFNA1,Ifna6
IFNA6,Ifna6
IFNA13,Ifna6
IFNA7,Ifna5
IFNA2,Ifna5
IFNA17,Ifna5
IFNA13,Ifna5
IFNA6,Ifna5
IFNA4,Ifna5
IFNA14,Ifna5
IFNA8,Ifna5
IFNA5,Ifna5
IFNA21,Ifna5
IFNA10,Ifna5
IFNA16,Ifna5
IFNA1,Ifna5
IFNA8,Ifna4
IFNA21,Ifna4
IFNA13,Ifna4
IFNA2,Ifna4
IFNA4,Ifna4
IFNA5,Ifna4
IFNA6,Ifna4
IFNA16,Ifna4
IFNA10,Ifna4
IFNA17,Ifna4
IFNA7,Ifna4
IFNA1,Ifna4
IFNA14,Ifna4
IFNA6,Ifna2
IFNA5,Ifna2
IFNA2,Ifna2
IFNA1,Ifna2
IFNA4,Ifna2
IFNA14,Ifna2
IFNA7,Ifna2
IFNA21,Ifna2
IFNA8,Ifna2
IFNA17,Ifna2
IFNA16,Ifna2
IFNA10,Ifna2
IFNA13,Ifna2
IFNA16,Ifna1
IFNA7,Ifna1
IFNA14,Ifna1
IFNA8,Ifna1
IFNA4,Ifna1
IFNA2,Ifna1
IFNA21,Ifna1
IFNA1,Ifna1
IFNA6,Ifna1
IFNA5,Ifna1
IFNA17,Ifna1
IFNA13,Ifna1
IFNA10,Ifna1
GPM6A,Gpm6a
GPM6B,Gpm6b
AKR1B15,Akr1b8
AKR1B10,Akr1b8
CD1D,Cd1d1
CD1D,Cd1d2
TANK,Tank
SLC5A1,Slc5a1
RPS29,Rps29
PPP1R14B,Ppp1r14b
PLXNA3,Plxna3
PLXNA2,Plxna2
PLXNA1,Plxna1
NDUFA4,Ndufa4
MDFI,Mdfi
KIF3B,Kif3b
KIF3A,Kif3a
ZNF462,Zfp462
FUT7,Fut7
USP17L24,Usp17le
USP17L27,Usp17le
USP17L18,Usp17le
USP17L10,Usp17le
USP17L30,Usp17le
USP17L8,Usp17le
USP17L7,Usp17le
USP17L25,Usp17le
USP17L22,Usp17le
USP17L23,Usp17le
USP17L29,Usp17le
USP17L3,Usp17le
USP17L19,Usp17le
USP17L20,Usp17le
USP17L1,Usp17le
USP17L6P,Usp17le
USP17L13,Usp17le
USP17L15,Usp17le
USP17L12,Usp17le
USP17L4,Usp17le
USP17L26,Usp17le
USP17L5,Usp17le
USP17L21,Usp17le
USP17L17,Usp17le
USP17L2,Usp17le
USP17L11,Usp17le
USP17L28,Usp17le
USP17L6P,Usp17lc
USP17L20,Usp17lc
USP17L21,Usp17lc
USP17L8,Usp17lc
USP17L5,Usp17lc
USP17L13,Usp17lc
USP17L12,Usp17lc
USP17L28,Usp17lc
USP17L2,Usp17lc
USP17L26,Usp17lc
USP17L10,Usp17lc
USP17L18,Usp17lc
USP17L7,Usp17lc
USP17L22,Usp17lc
USP17L11,Usp17lc
USP17L17,Usp17lc
USP17L30,Usp17lc
USP17L23,Usp17lc
USP17L1,Usp17lc
USP17L29,Usp17lc
USP17L15,Usp17lc
USP17L4,Usp17lc
USP17L3,Usp17lc
USP17L24,Usp17lc
USP17L27,Usp17lc
USP17L25,Usp17lc
USP17L19,Usp17lc
USP17L23,Usp17la
USP17L13,Usp17la
USP17L17,Usp17la
USP17L26,Usp17la
USP17L12,Usp17la
USP17L1,Usp17la
USP17L11,Usp17la
USP17L24,Usp17la
USP17L7,Usp17la
USP17L27,Usp17la
USP17L30,Usp17la
USP17L29,Usp17la
USP17L18,Usp17la
USP17L2,Usp17la
USP17L19,Usp17la
USP17L8,Usp17la
USP17L6P,Usp17la
USP17L5,Usp17la
USP17L3,Usp17la
USP17L20,Usp17la
USP17L25,Usp17la
USP17L28,Usp17la
USP17L21,Usp17la
USP17L10,Usp17la
USP17L22,Usp17la
USP17L15,Usp17la
USP17L4,Usp17la
CASP4,Casp4
CASP5,Casp4
BCKDHA,Bckdha
ABCG1,Abcg1
ITM2A,Itm2a
SS18,Ss18
MYO7B,Myo7b
MYO1F,Myo1f
DNAH8,Dnah8
MYO10,Myo10
MYH9,Myh9
DNAH5,Dnah5
DNAH12,Dnah12
DNAH1,Dnah1
SUPT6H,Supt6
MYO1D,Myo1d
IRGM,Igtp
HOXB13,Hoxb13
DNAH2,Dnah2
MYO1A,Myo1a
DCTN2,Dctn2
AP3D1,Ap3d1
MYO9A,Myo9a
DYNC2H1,Dync2h1
DYNC1LI2,Dync1li2
CASP3,Casp3
PVR,Pvr
STRA6,Stra6
DYNC1I1,Dync1i1
DNAH6,Dnah6
DCTN1,Dctn1
TPD52,Tpd52
DYNC1I2,Dync1i2
MYO1B,Myo1b
NEUROG1,Neurog1
NEUROD2,Neurod2
GFER,Gfer
CHKA,Chka
APBB1,Apbb1
ZNF708,Zfp85
ZNF678,Zfp85
ZNF429,Zfp87
ZNF28,Zfp87
ZNF860,Zfp87
ZNF813,Zfp87
ZNF611,Zfp87
ZNF253,Zfp65
ABR,Abr
ZNF317,Zfp317
GADD45B,Gadd45b
ATP5PF,Atp5j
ZNF565,Zfp84
ZNF471,Zfp78
ZNF569,Zfp74
MESP1,Mesp1
ATP1B3,Atp1b3
AUP1,Aup1
LHX5,Lhx5
CRMP1,Crmp1
ZFP69,Zfp69
HNRNPC,Hnrnpc
AKR7A3,Akr7a5
AKR7A2,Akr7a5
AKR7L,Akr7a5
GADD45A,Gadd45a
ATP5F1B,Atp5b
TUBA1B,Tuba1b
UQCRQ,Uqcrq
AAMP,Aamp
TFAM,Tfam
NPTX1,Nptx1
TUBB,Tubb5
TUBB3,Tubb3
TUBB1,Tubb1
PFKFB2,Pfkfb2
PFKFB1,Pfkfb1
SERPINA5,Serpina5
MRC2,Mrc2
HAS2,Has2
EBP,Ebp
CTSK,Ctsk
CCR4,Ccr4
ADAM8,Adam8
PRMT1,Prmt1
TUBB4A,Tubb4a
NDUFV1,Ndufv1
GP1BB,Gp1bb
ESS2,Ess2
ARHGAP39,Arhgap39
GPR18,Gpr18
TUBB2A,Tubb2a
NOP16,Nop16
UQCRC1,Uqcrc1
PRKCSH,Prkcsh
GTF3C1,Gtf3c1
EXOSC5,Exosc5
NOP2,Nop2
FAM3C,Fam3c
C12orf4,D6Wsu163e
SELENOI,Selenoi
CD36,Cd36
NFYC,Nfyc
SSRP1,Ssrp1
TIAL1,Tial1
TIA1,Tia1
STRA8,Stra8
WNT8A,Wnt8a
ROCK2,Rock2
ROCK1,Rock1
ALDH1A2,Aldh1a2
PIP5K1A,Pip5k1a
PIP5K1B,Pip5k1b
SQSTM1,Sqstm1
NDUFS6,Ndufs6
MNS1,Mns1
MDM4,Mdm4
LRIG1,Lrig1
IL18,Il18
TFB2M,Tfb2m
EZH2,Ezh2
EMP1,Emp1
EPYC,Epyc
CCT6A,Cct6a
ZFP36L2,Zfp36l2
ZFP36L1,Zfp36l1
ART5,Art5
RHOB,Rhob
KLC2,Klc2
SLC8A1,Slc8a1
IGFALS,Igfals
SLC8A3,Slc8a3
KLC1,Klc1
KIF3C,Kif3c
UPF1,Upf1
SLC8A2,Slc8a2
MYD88,Myd88
KCNJ9,Kcnj9
NUTF2,Nutf2-ps1
ALPG,Alppl2
ALPI,Alppl2
NOBOX,Nobox
SEBOX,Sebox
UNCX,Uncx
POLR1B,Polr1b
NKX3-2,Nkx3-2
RAD21,Rad21
LAPTM4A,Laptm4a
NTSR2,Ntsr2
SDF2,Sdf2
RNASE2,Ear2
RNASE3,Ear2
RNASE2,Ear1
RNASE3,Ear1
PKN1,Pkn1
CITED1,Cited1
RGN,Rgn
PRKAR2A,Prkar2a
PTPRVP,Ptprv
ATR,Atr
SCN10A,Scn10a
HYOU1,Hyou1
GPR65,Gpr65
EPHA6,Epha6
VEGFD,Vegfd
DBIL5P,Dbil5
CNGA2,Cnga2
TRAF3,Traf3
CCNA1,Ccna1
GCM1,Gcm1
LAPTM5,Laptm5
BAG1,Bag1
SMYD5,Smyd5
EXT2,Ext2
SMAD2,Smad2
BCL2L2-PABPN1,Bcl2l2
BCL2L2,Bcl2l2
RIT1,Rit1
RIT2,Rit2
NEUROD4,Neurod4
NFIA,Nfia
RPL6,Rpl6
ADM,Adm
STX2,Stx2
WNT10B,Wnt10b
SIAH2,Siah2
SIAH1,Siah1b
SIAH1,Siah1a
NKX2-1,Nkx2-1
CXCL2,Cxcl1
CXCL1,Cxcl1
CCNA2,Ccna2
ZIK1,Zik1
WNT10A,Wnt10a
TRAF6,Traf6
SPTLC2,Sptlc2
SMO,Smo
FRRS1,Frrs1
NPTN,Nptn
SFRP2,Sfrp2
SDF4,Sdf4
SERPINF1,Serpinf1
SYPL1,Sypl
NPY5R,Npy5r
KCNQ1,Kcnq1
CEP250,Cep250
HPGD,Hpgd
HDAC1,Hdac1
HARS1,Hars
GAB1,Gab1
ERH,Erh
EI24,Ei24
BCAR1,Bcar1
BIN1,Bin1
BID,Bid
ZFP92,Zfp92
ZNF185,Zfp185
DVL3,Dvl3
DDN,Ddn
SNRK,Snrk
YWHAG,Ywhag
SPARCL1,Sparcl1
SLC22A1,Slc22a1
SLC12A3,Slc12a3
EMD,Emd
PRKG2,Prkg2
PRKG1,Prkg1
PRX,Prx
DHX9,Dhx9
MRPL49,Mrpl49
ALDH7A1,Aldh7a1
ZNF160,Zfp160
ZNF616,Zfp160
ZNF665,Zfp160
ZNF347,Zfp160
PCBP2,Pcbp2
RIPK1,Ripk1
CCL2,Ccl12
TDG,Tdg
UBE2M,Ube2m
PXN,Pxn
ALX4,Alx4
ENAH,Enah
BTG2,Btg2
SEPHS2,Sephs2
KIF4A,Kif4
KIF4B,Kif4
KIF2A,Kif2a
KIF1A,Kif1a
SLC20A1,Slc20a1
VNN1,Vnn1
DTYMK,Dtymk
MLX,Mlx
TCF20,Tcf20
SLBP,Slbp
POLR1D,Polr1d
APBB3,Apbb3
APBB2,Apbb2
RGS16,Rgs16
RGS8,Rgs8
RGS4,Rgs4
PTPN18,Ptpn18
PRKAG1,Prkag1
PLPP1,Plpp1
PDE1C,Pde1c
PAFAH1B3,Pafah1b3
PAFAH1B2,Pafah1b2
NRTN,Nrtn
NPY2R,Npy2r
NFE2L2,Nfe2l2
IRAG2,Irag2
KIF1B,Kif1b
INSL3,Insl3
LPAR1,Lpar1
ARHGDIG,Arhgdig
AMOT,Amot
CPEB1,Cpeb1
CAMP,Camp
CIITA,Ciita
RHOD,Rhod
ANP32C,Anp32a
ANP32A,Anp32a
